distance_km,weight_kg,priority_encoded,hour_of_day,day_of_week,traffic_factor,weather_score,driver_experience_days,is_rush_hour,zone_density,is_delayed,delay_minutes
33.07,13.0,1,13,5,0.78,0.56,190,0,0.71,1,26.1
23.72,1.5,0,8,0,1.3,0.96,179,1,0.96,1,41.4
13.52,2.0,1,12,2,0.96,0.69,372,0,0.29,0,0
5.56,13.0,0,21,1,1.01,0.63,182,0,0.2,0,0
20.95,14.9,1,9,1,1.75,0.53,28,1,0.8,1,42.2
6.45,8.8,0,8,4,0.96,0.27,183,1,0.83,0,0
19.04,9.7,2,22,6,0.41,0.66,724,0,0.86,0,0
4.73,6.9,1,20,6,1.47,0.87,186,1,0.9,0,0
19.2,8.1,0,15,2,0.91,0.65,22,0,0.77,1,17.8
20.5,10.8,1,21,3,0.73,0.13,728,0,0.45,0,0
4.73,14.8,0,17,1,1.52,0.73,27,1,0.2,0,0
12.87,14.3,1,12,6,0.92,0.2,88,0,0.25,1,30.5
14.39,13.3,2,22,0,0.87,0.23,724,0,0.16,0,0
12.87,10.8,1,15,1,0.85,0.78,98,0,0.24,0,0
26.16,13.7,1,20,3,1.78,0.73,96,1,0.5,1,32.7
21.92,3.5,0,14,2,0.92,0.95,172,0,0.31,1,31.5
19.8,6.5,0,15,0,1.08,0.16,179,0,0.95,0,0
2.37,3.4,1,9,4,1.13,0.25,171,1,0.96,0,0
8.8,12.2,0,22,1,0.85,0.24,730,0,0.18,0,0
23.56,1.2,1,8,1,1.69,0.06,172,1,0.95,1,55.0
19.05,10.3,0,6,6,0.6,0.47,40,0,0.83,1,48.3
12.11,7.0,0,20,4,1.61,0.94,359,1,0.22,1,38.6
13.52,9.0,2,18,4,1.33,0.81,100,1,0.79,1,22.6
6.73,12.9,1,8,4,1.58,0.93,739,1,0.16,0,0
15.04,2.0,1,6,4,0.89,0.77,373,0,0.38,0,0
20.19,5.1,2,14,6,0.85,0.97,360,0,0.97,1,10.7
5.03,10.0,1,21,4,0.77,0.8,87,0,0.58,0,0
25.63,2.3,1,21,3,0.79,0.26,366,0,0.12,0,0
14.05,9.5,0,17,2,1.34,0.93,371,1,0.2,1,43.9
16.41,1.9,1,19,4,0.89,0.54,91,1,0.83,1,40.6
14.33,13.2,1,9,2,1.65,0.4,737,1,0.75,1,29.8
3.93,10.5,1,19,5,1.01,0.67,358,1,0.42,0,0
9.71,3.7,0,17,1,1.62,0.67,94,1,0.49,1,35.8
7.13,14.2,2,9,4,2.21,0.4,31,1,0.5,1,24.5
35.18,12.6,1,14,5,0.94,0.09,88,0,0.16,1,52.1
15.28,14.7,2,14,5,1.0,0.49,179,0,0.62,1,21.5
9.22,12.4,1,8,1,1.5,0.68,367,1,1.0,1,7.9
13.65,11.6,0,11,3,0.92,0.62,364,0,0.77,1,29.5
22.65,11.7,2,14,3,0.73,0.14,359,0,0.63,1,6.9
36.1,2.3,0,18,0,1.78,0.33,35,1,0.61,1,52.5
8.8,12.8,0,19,6,1.55,0.52,23,1,0.15,1,29.2
19.68,3.1,1,18,0,1.89,0.79,81,1,0.32,1,44.7
5.39,12.6,1,12,1,1.1,0.16,740,0,0.93,0,0
6.13,12.3,1,18,5,1.15,0.65,738,1,0.7,0,0
17.54,3.9,2,15,6,0.98,0.56,183,0,0.82,0,0
17.07,9.1,0,11,1,0.77,0.99,184,0,0.45,1,36.9
21.25,9.9,1,8,6,1.7,0.65,100,1,0.94,1,47.1
8.48,13.8,0,10,3,1.42,0.92,740,1,0.54,0,0
5.39,7.4,0,18,5,1.68,0.21,33,1,0.22,0,0
20.5,5.5,0,20,4,1.22,0.17,730,1,0.95,1,0
14.18,12.7,0,11,6,0.88,0.61,734,0,0.23,1,12.2
21.31,1.8,0,19,4,1.48,0.66,34,1,0.78,1,41.0
4.73,14.4,0,10,4,1.22,0.84,372,1,0.83,0,0
21.31,7.4,1,18,1,1.74,0.92,185,1,0.83,1,20.8
15.04,8.7,2,15,5,0.48,0.37,86,0,0.52,1,36.0
19.8,5.2,2,15,6,0.59,0.52,90,0,0.27,1,39.8
2.37,0.8,0,18,4,1.15,0.59,367,1,0.93,0,0
20.95,1.5,1,14,5,0.95,0.32,97,0,0.36,1,50.1
19.05,14.0,1,10,4,1.31,0.1,82,1,0.37,1,30.0
26.1,12.9,0,9,4,1.28,0.26,375,1,0.57,1,22.9
3.84,1.6,0,16,5,0.78,0.74,29,0,0.22,1,20.5
29.14,1.6,2,7,3,0.82,0.66,365,0,0.11,0,0
4.73,7.8,1,16,5,0.72,0.67,361,0,0.16,0,0
21.25,13.2,1,10,3,1.77,0.91,87,1,0.77,1,46.5
7.56,7.8,0,18,3,1.17,0.73,362,1,0.23,0,0
6.97,9.5,1,11,6,0.48,0.69,172,0,0.31,0,0
22.5,13.0,0,8,3,1.7,0.94,359,1,0.67,1,56.6
12.83,9.9,2,19,4,1.6,0.52,188,1,0.26,1,28.9
6.97,13.9,1,7,2,0.79,0.49,92,0,0.26,1,5.2
33.07,3.9,2,21,5,0.59,0.35,355,0,0.51,1,37.8
5.03,3.0,1,13,1,0.91,0.05,362,0,0.23,0,0
23.33,10.5,1,8,1,2.03,0.21,180,1,0.53,1,25.8
10.9,2.3,2,18,5,1.73,0.18,360,1,0.13,1,18.3
24.41,13.1,0,8,3,1.12,0.53,179,1,0.61,1,41.0
26.16,13.1,1,10,6,2.03,0.36,360,1,0.73,1,38.5
6.13,8.8,0,5,2,0.91,0.92,355,0,0.63,0,0
11.82,12.8,1,19,4,1.56,0.2,723,1,0.95,1,25.0
8.48,12.9,1,8,2,2.02,0.42,181,1,0.77,1,9.4
3.56,12.9,0,20,1,1.92,0.03,373,1,0.53,0,0
7.8,10.4,0,18,4,1.15,0.32,87,1,0.1,0,0
15.98,7.1,1,21,3,0.84,0.83,28,0,0.3,1,19.8
26.1,1.1,0,11,5,1.0,0.36,739,0,0.78,0,0
15.01,12.1,2,5,1,0.79,0.48,736,0,0.27,1,22.4
13.75,2.4,2,18,4,1.71,0.16,81,1,0.63,1,16.9
21.25,13.2,1,11,4,0.71,0.3,732,0,0.74,1,36.3
23.72,12.6,1,8,6,2.01,0.22,364,1,0.2,1,37.0
20.95,8.6,1,10,5,1.54,0.58,358,1,0.9,1,26.2
16.28,8.3,2,9,2,1.39,0.47,358,1,0.41,0,0
14.33,8.0,2,19,0,1.55,0.16,178,1,0.51,1,19.0
13.35,0.6,1,13,4,0.67,0.2,178,0,0.23,0,0
9.22,7.5,1,10,0,1.39,0.65,21,1,0.78,1,32.4
7.13,8.0,1,10,4,0.95,0.41,726,1,0.57,0,0
18.84,10.8,0,18,4,1.46,0.86,364,1,0.8,1,46.7
18.84,6.1,2,19,0,1.66,0.54,725,1,0.15,1,31.0
23.33,7.8,1,22,3,0.74,0.98,99,0,0.34,1,46.2
20.5,11.5,0,4,4,0.87,0.85,372,0,0.58,1,36.4
8.8,14.3,2,15,0,0.94,0.79,185,0,0.96,0,0
6.13,7.6,0,19,0,1.51,0.06,182,1,0.66,0,0
28.53,4.4,1,22,6,0.89,0.42,360,0,0.91,1,21.5
8.8,6.5,0,19,1,1.58,0.31,358,1,0.68,1,25.8
9.71,8.9,0,8,4,1.8,0.52,364,1,0.84,1,10.6
10.31,2.0,1,13,0,0.88,0.12,100,0,0.56,0,0
12.83,6.1,2,18,0,1.4,0.75,170,1,0.51,1,37.1
19.04,8.9,1,10,1,1.22,0.44,33,1,0.52,1,44.2
8.43,14.1,0,18,1,1.78,0.77,38,1,0.84,1,35.2
16.28,1.0,1,14,4,0.81,0.42,28,0,0.96,1,38.3
9.82,7.5,0,10,6,1.61,0.07,186,1,0.8,1,26.2
25.63,3.9,0,19,5,1.39,0.62,374,1,0.96,1,35.0
26.16,7.8,1,10,0,1.22,0.97,21,1,0.84,1,48.9
16.05,8.9,0,15,5,0.68,0.75,733,0,0.29,1,35.5
9.16,5.0,0,14,1,0.92,1.0,366,0,0.49,0,0
16.41,2.3,1,4,6,1.12,0.04,180,0,0.87,1,24.5
23.72,7.7,0,17,1,1.2,0.09,174,1,0.58,1,18.9
12.67,2.8,1,0,1,0.64,0.77,188,0,0.45,0,0
22.65,9.9,1,18,5,1.67,0.45,21,1,0.71,1,61.4
4.73,6.7,1,17,2,1.38,0.29,172,1,0.56,0,0
8.48,3.4,1,20,1,1.82,0.03,90,1,0.56,1,37.8
5.56,13.6,0,16,1,0.71,0.91,184,0,0.12,0,0
6.45,13.6,2,10,3,2.35,0.53,366,1,0.41,1,26.2
16.28,10.1,1,18,6,1.53,0.44,84,1,0.54,1,23.7
33.07,14.0,2,2,3,0.95,0.14,356,0,0.12,1,59.2
31.39,7.9,0,23,6,0.76,0.03,735,0,0.93,1,45.1
16.41,8.0,2,18,2,1.04,0.85,177,1,0.81,1,28.9
26.16,1.3,2,19,5,1.91,0.54,372,1,0.92,1,50.4
15.28,1.7,2,19,5,1.08,0.31,723,1,0.2,0,0
9.17,12.4,0,18,5,1.19,0.51,362,1,0.63,1,37.3
20.19,7.8,2,17,3,1.62,0.01,29,1,0.57,1,14.5
13.35,9.6,0,19,6,1.44,0.47,94,1,0.21,1,47.5
16.41,10.0,2,19,1,1.78,0.07,367,1,0.89,0,0
10.86,5.4,2,9,2,1.54,0.17,39,1,0.72,1,24.0
20.95,6.2,2,12,6,0.93,0.87,366,0,0.36,1,12.5
24.41,12.6,1,8,4,1.47,0.15,176,1,0.21,1,25.6
9.17,3.4,1,18,2,1.73,0.19,98,1,0.17,1,41.9
5.77,6.4,0,8,6,1.17,0.61,90,1,0.16,1,27.8
9.22,7.6,2,17,3,0.91,0.53,373,1,0.41,0,0
26.62,1.3,1,20,5,2.3,0.37,177,1,0.59,1,55.0
19.05,4.9,1,19,3,1.95,0.92,727,1,0.94,1,35.2
12.11,12.7,1,13,6,0.89,0.52,180,0,0.71,1,27.6
17.54,11.2,1,8,6,0.78,0.76,720,1,0.35,0,0
15.28,9.7,0,10,4,1.39,0.13,21,1,0.72,1,41.6
16.05,6.8,1,16,0,0.95,0.48,99,0,0.47,0,0
21.08,4.2,0,2,6,0.63,0.29,355,0,0.46,0,0
14.18,14.7,0,13,0,0.72,0.65,356,0,0.89,1,10.3
7.3,13.3,0,8,3,1.43,0.33,359,1,0.63,0,0
6.97,0.8,1,16,4,0.69,0.26,28,0,0.4,0,0
31.39,10.1,0,17,6,0.97,0.73,95,1,0.48,1,60.3
13.22,9.2,1,16,2,0.77,0.54,728,0,0.63,0,0
23.72,9.3,0,18,4,1.75,0.08,89,1,0.89,1,84.1
5.03,2.7,1,12,3,0.63,0.84,92,0,0.25,0,0
26.62,4.3,1,8,1,1.42,0.4,733,1,0.15,1,32.9
3.84,6.7,0,11,0,0.76,0.87,100,0,0.69,0,0
13.35,2.4,0,14,3,1.06,0.15,373,0,0.47,0,0
16.28,12.3,2,15,2,0.76,0.74,358,0,0.16,0,0
16.28,1.1,0,22,3,0.87,0.64,359,0,0.82,0,0
6.97,13.3,0,21,1,0.52,0.63,36,0,0.75,0,0
15.04,14.1,0,13,6,1.06,0.5,365,0,0.44,0,0
8.8,2.7,0,9,4,1.56,0.64,368,1,0.61,0,0
19.05,14.4,2,10,3,1.38,0.6,371,1,0.78,0,0
23.72,4.2,2,18,1,1.67,0.82,188,1,0.66,1,37.8
26.16,4.5,1,12,0,0.94,0.43,726,0,0.12,1,16.9
9.16,11.9,0,20,1,1.49,0.84,85,1,0.6,1,13.9
2.96,1.8,1,2,4,0.77,0.98,367,0,0.99,0,0
28.39,8.2,2,18,0,1.85,0.2,93,1,0.99,1,64.9
25.63,7.6,1,7,6,0.74,0.87,739,0,0.71,1,36.3
16.41,12.9,1,4,3,1.01,0.32,172,0,0.12,0,0
13.65,13.8,0,17,1,1.93,0.8,355,1,0.36,1,31.5
16.05,8.2,1,15,2,0.91,0.97,29,0,0.76,1,20.3
23.49,11.8,1,6,6,0.78,0.6,95,0,0.13,1,25.7
9.96,10.1,1,9,0,1.37,0.92,355,1,0.67,0,0
14.39,7.7,2,15,1,0.61,0.39,362,0,0.15,0,0
12.83,11.4,0,16,0,0.6,0.06,722,0,0.19,0,0
26.62,12.9,1,0,1,0.73,0.34,738,0,0.14,1,47.0
7.56,12.6,0,8,2,1.58,0.75,363,1,0.8,1,27.3
5.06,1.4,2,21,0,0.76,0.33,373,0,0.3,0,0
4.73,11.9,1,20,3,1.31,0.02,21,1,0.6,1,29.9
10.31,9.1,1,20,6,1.55,0.49,24,1,0.49,1,30.0
12.83,0.8,0,10,4,1.92,0.92,82,1,0.14,1,31.3
20.95,14.9,1,0,3,1.04,0.64,176,0,0.62,1,2.0
10.31,10.4,1,19,2,1.8,0.68,39,1,0.11,1,50.7
2.37,2.3,1,16,0,0.59,0.01,95,0,0.72,0,0
16.05,2.0,1,21,4,0.9,0.96,366,0,0.82,1,39.4
9.61,4.3,1,15,4,0.7,0.97,89,0,0.32,0,0
13.65,5.7,1,13,1,0.95,0.12,99,0,0.41,1,18.6
9.22,3.0,1,20,6,0.92,0.46,372,1,0.32,0,0
3.84,14.4,1,13,6,0.69,0.66,361,0,0.27,0,0
10.86,12.4,0,12,3,0.74,0.04,93,0,0.98,0,0
15.28,13.2,1,10,4,1.77,0.49,723,1,0.88,1,21.6
2.96,11.5,1,20,2,1.55,0.17,365,1,0.76,0,0
2.37,8.4,1,8,6,2.25,0.92,90,1,0.79,1,33.0
6.13,2.5,0,17,0,1.88,0.12,36,1,0.55,1,33.9
2.37,10.7,0,10,3,1.28,0.86,179,1,0.18,0,0
13.52,0.9,0,18,0,1.29,0.49,83,1,0.77,1,52.4
18.52,0.7,2,18,0,1.66,0.01,359,1,0.31,1,4.8
14.18,5.2,1,18,3,1.61,0.16,90,1,0.98,1,35.2
20.19,4.1,1,21,5,0.95,0.6,370,0,0.97,1,22.4
18.84,7.1,0,11,0,0.75,0.71,25,0,0.61,1,17.1
26.1,1.4,1,18,0,0.9,0.47,179,1,0.26,1,24.7
8.87,14.6,1,8,1,1.56,0.58,362,1,0.43,1,0
4.73,8.2,0,23,6,0.89,0.89,188,0,0.46,0,0
33.07,6.9,0,19,5,1.11,0.85,88,1,0.24,1,77.8
2.37,1.8,1,12,0,0.92,0.66,358,0,0.54,0,0
10.9,1.9,1,20,1,1.73,0.49,82,1,0.98,1,42.7
12.11,9.8,0,10,2,1.45,0.78,184,1,0.85,1,48.4
16.05,6.6,0,8,1,1.66,0.83,363,1,0.91,1,26.0
9.71,4.6,2,13,3,0.54,0.49,99,0,0.66,0,0
31.39,3.9,2,18,4,1.45,0.94,190,1,0.78,1,46.9
2.37,0.6,2,1,5,0.59,0.6,363,0,0.46,0,0
18.52,3.0,2,9,0,1.6,0.42,361,1,0.74,1,24.2
14.39,12.8,1,16,2,0.64,0.5,92,0,0.21,1,36.4
5.56,1.8,0,13,5,0.67,0.14,358,0,0.85,0,0
36.1,4.9,1,10,2,1.26,0.72,371,1,0.9,1,64.0
28.27,14.9,2,19,3,1.08,0.21,38,1,0.68,1,54.6
5.39,1.4,0,23,4,0.85,0.06,86,0,0.32,0,0
22.65,7.3,0,22,1,0.64,0.65,735,0,0.51,1,34.3
14.05,9.7,1,13,5,0.63,0.97,360,0,0.45,0,0
14.18,13.4,0,11,5,0.81,0.24,363,0,0.97,0,0
15.28,6.4,0,10,5,1.71,0.62,356,1,0.16,1,34.3
16.05,11.4,1,16,0,1.04,0.86,99,0,0.95,1,28.6
9.16,9.1,2,9,2,1.1,0.02,170,1,0.11,0,0
21.08,9.5,0,7,1,0.89,0.09,739,0,0.3,0,0
21.92,0.6,1,11,0,0.83,0.81,724,0,0.33,1,32.0
15.04,2.4,2,7,1,0.99,0.87,189,0,0.78,1,16.8
21.08,8.7,0,7,1,0.61,0.8,357,0,0.6,0,0
19.05,6.9,1,11,3,0.91,0.17,185,0,0.45,0,0
2.96,9.1,0,17,3,1.73,0.97,188,1,0.61,0,0
12.83,2.0,1,8,2,1.29,0.82,97,1,0.43,0,0
20.19,7.3,1,18,5,1.22,0.82,100,1,0.74,1,35.1
9.61,4.5,2,8,5,1.66,0.19,727,1,0.74,1,29.3
11.82,13.9,1,18,0,1.54,0.68,24,1,0.84,1,40.3
4.73,5.1,1,10,6,2.17,0.14,723,1,0.3,1,19.3
9.16,8.9,1,6,4,0.7,0.11,29,0,0.84,1,27.5
15.01,2.9,0,15,1,0.72,0.75,85,0,0.98,1,28.7
8.87,4.0,0,9,6,1.77,0.19,22,1,0.19,1,62.0
3.56,11.2,1,10,5,1.44,0.54,356,1,0.2,0,0
15.28,5.6,1,7,2,0.76,0.82,175,0,0.38,0,0
6.97,5.8,0,7,2,0.94,0.1,91,0,0.16,1,1.0
14.39,4.1,1,15,0,0.3,0.39,96,0,0.62,0,0
16.05,10.2,1,16,5,0.79,0.52,26,0,0.9,1,52.9
3.46,2.9,1,5,5,1.03,0.86,93,0,0.43,0,0
6.97,14.1,1,18,3,1.54,0.5,730,1,0.77,1,28.7
10.9,2.9,2,10,6,1.52,0.69,739,1,0.64,0,0
25.63,12.3,1,17,2,1.14,0.29,20,1,0.79,1,56.9
12.66,14.9,0,20,3,1.48,0.65,190,1,0.13,0,0
16.08,7.5,0,16,1,0.88,0.78,39,0,0.86,1,12.4
22.65,7.6,1,14,0,0.8,0.13,361,0,0.86,1,16.6
18.52,8.9,0,10,2,1.86,0.17,35,1,0.44,1,39.2
13.52,9.4,1,11,4,0.96,0.37,93,0,0.88,0,0
9.17,9.8,1,19,6,1.79,0.21,99,1,0.58,1,26.2
10.55,10.9,1,18,6,0.88,0.03,30,1,0.46,1,21.1
9.96,10.4,1,9,2,1.77,0.17,737,1,0.38,1,21.4
12.66,9.0,1,9,4,1.6,0.22,21,1,0.92,1,25.8
9.71,6.6,1,20,2,1.42,0.11,86,1,0.16,1,7.1
8.8,11.1,2,18,4,1.18,0.21,181,1,0.25,0,0
2.96,3.3,0,10,4,1.76,0.56,80,1,0.13,1,28.9
18.52,2.8,1,10,6,1.37,0.92,178,1,0.71,1,47.5
19.8,4.7,1,10,1,1.37,0.41,736,1,0.28,1,6.8
20.14,1.5,0,18,0,1.53,0.82,175,1,0.35,1,42.5
23.33,11.8,1,17,3,1.63,0.31,363,1,0.17,1,29.0
16.41,2.2,2,7,0,0.85,0.14,177,0,0.77,0,0
8.43,13.1,0,16,5,0.68,0.62,90,0,0.87,0,0
6.73,1.4,0,6,4,0.78,0.54,370,0,0.78,0,0
7.8,5.0,1,5,1,0.67,0.4,89,0,0.18,1,12.1
24.41,7.7,1,5,6,0.84,0.34,172,0,0.68,1,36.7
31.39,14.0,2,6,5,0.88,0.72,736,0,0.52,1,43.4
19.2,10.1,0,18,1,0.87,0.8,100,1,0.98,1,31.4
12.56,0.9,1,16,4,0.83,0.75,85,0,0.63,0,0
15.01,6.4,2,14,1,0.6,0.49,725,0,0.52,0,0
17.49,6.9,0,0,2,0.67,0.54,364,0,0.35,0,0
13.22,8.1,1,20,5,1.61,0.63,21,1,0.35,1,51.4
16.52,7.1,0,11,3,0.9,0.47,80,0,0.96,1,2.7
23.49,11.0,2,15,3,0.65,0.3,39,0,0.62,1,10.4
9.96,13.7,1,6,2,0.82,0.65,365,0,0.56,0,0
20.95,8.4,1,11,5,0.82,0.23,372,0,0.4,0,0
9.71,11.0,0,7,0,0.87,0.45,185,0,0.8,0,0
6.73,7.1,1,3,0,0.92,0.16,182,0,0.73,0,0
10.86,6.7,1,22,2,0.88,0.18,88,0,0.99,1,25.5
4.73,8.5,1,13,0,0.77,0.57,32,0,0.71,0,0
23.72,14.3,0,18,6,1.69,0.5,30,1,0.94,1,55.4
19.2,4.9,0,19,5,1.37,0.68,86,1,0.33,1,38.0
13.75,3.9,2,20,0,1.51,0.52,28,1,0.67,1,33.3
9.71,2.1,1,16,3,1.02,0.22,370,0,0.77,0,0
29.14,10.6,2,14,5,0.85,0.06,81,0,0.98,1,35.1
9.22,9.3,0,21,3,0.78,0.92,358,0,0.73,0,0
7.51,14.7,1,16,0,0.74,0.64,83,0,0.4,1,33.1
10.9,13.6,1,8,2,1.95,0.32,93,1,0.15,1,24.8
13.75,5.1,0,10,0,1.54,0.78,172,1,0.71,1,13.4
26.16,10.5,2,16,1,0.65,0.2,35,0,0.3,1,66.8
21.92,9.8,2,21,2,0.76,0.89,367,0,0.78,1,39.3
10.55,12.7,1,14,4,0.78,0.54,727,0,0.69,0,0
2.96,1.7,1,18,4,1.23,0.91,33,1,0.46,1,36.2
5.06,1.0,1,17,4,0.7,0.53,360,1,0.65,0,0
23.33,6.7,1,19,3,1.27,0.73,360,1,0.26,1,46.3
23.33,4.3,0,11,2,0.8,0.92,82,0,0.39,1,17.4
7.3,7.6,1,16,3,0.98,0.77,88,0,0.46,0,0
15.28,6.4,2,3,0,0.79,0.96,89,0,0.37,1,15.8
19.05,15.0,1,9,1,1.72,0.69,734,1,0.55,1,35.5
5.56,13.5,0,10,3,1.87,0.9,178,1,0.18,0,0
13.35,6.9,1,22,5,0.6,0.11,90,0,0.11,1,29.2
14.18,5.8,1,20,4,1.6,0.14,34,1,0.24,1,43.5
4.73,4.2,1,7,1,0.7,0.83,185,0,0.99,0,0
25.34,11.5,1,22,4,0.99,0.86,359,0,0.95,1,43.1
5.56,4.0,1,11,3,0.75,0.14,173,0,0.4,0,0
15.28,5.4,0,20,0,1.74,0.61,172,1,0.11,1,12.8
25.63,2.1,2,18,3,1.72,0.25,171,1,0.44,1,46.6
19.05,7.4,1,0,5,0.92,0.4,720,0,0.64,1,17.8
36.1,10.4,2,10,2,0.75,0.59,86,1,0.51,1,62.8
19.04,2.3,0,8,0,1.71,0.72,359,1,0.66,1,41.6
8.48,6.0,2,8,3,1.29,0.36,375,1,0.38,0,0
12.87,13.4,1,18,1,1.53,0.59,179,1,0.36,0,0
19.68,6.3,1,18,0,1.85,0.91,373,1,0.72,1,29.7
8.8,9.3,0,14,3,0.7,0.75,40,0,0.3,1,15.0
5.56,2.7,1,10,2,1.62,0.13,96,1,0.9,1,8.1
7.3,6.0,1,9,0,1.52,0.41,83,1,0.56,0,0
23.79,1.7,0,5,4,0.94,0.64,174,0,0.59,0,0
23.72,9.5,0,10,3,1.82,0.02,100,1,0.52,1,38.0
16.08,4.8,1,19,5,1.56,0.54,178,1,0.98,0,0
12.56,3.1,0,8,4,1.54,0.73,363,1,0.95,1,28.8
13.22,7.5,1,19,4,1.57,0.71,93,1,0.25,1,29.9
38.67,2.9,1,8,5,1.26,0.92,171,1,0.9,1,50.7
21.92,9.5,1,17,3,1.12,0.68,89,1,0.36,1,48.9
6.97,8.1,1,13,4,0.94,0.66,358,0,0.94,0,0
26.1,4.1,1,18,6,1.34,0.41,358,1,0.5,1,34.0
12.67,2.2,2,9,6,1.54,0.86,82,1,0.35,1,39.7
9.22,12.8,0,19,4,1.56,0.58,80,1,0.94,1,52.2
19.8,14.1,1,18,4,1.02,0.73,88,1,0.38,1,50.7
9.96,4.2,2,5,5,0.68,0.12,170,0,0.1,0,0
10.55,1.8,1,12,3,0.93,0.79,181,0,0.37,1,14.4
25.34,11.5,1,15,0,0.77,0.14,369,0,0.18,0,0
16.05,11.7,1,19,0,1.44,0.99,82,1,0.64,1,32.8
9.71,0.8,1,18,0,2.01,0.19,190,1,0.59,1,39.5
16.41,8.4,0,13,4,0.77,0.53,373,0,0.82,1,23.8
16.05,12.8,2,20,6,1.81,0.94,184,1,0.68,1,42.3
15.98,4.8,1,22,3,0.98,0.34,366,0,0.76,1,33.0
4.73,7.2,1,12,4,0.84,0.67,177,0,0.8,0,0
15.28,4.7,1,13,0,0.75,0.94,369,0,0.9,0,0
12.11,6.6,1,17,4,1.76,0.36,176,1,0.77,1,43.0
7.13,8.2,0,19,1,1.97,0.29,88,1,0.88,1,29.7
23.72,2.6,2,7,4,0.85,0.15,95,0,0.31,1,47.6
20.5,4.8,0,10,3,1.47,0.41,96,1,0.21,1,47.9
29.14,12.1,2,13,3,1.13,0.86,732,0,0.59,0,0
9.16,7.5,2,5,0,0.81,0.21,724,0,0.24,0,0
10.55,13.0,1,14,1,0.94,0.31,81,0,0.67,1,4.0
12.83,4.6,0,7,2,0.92,0.39,82,0,0.52,1,17.8
16.05,14.5,0,17,2,2.0,0.04,172,1,0.64,1,30.3
10.31,11.1,1,17,1,1.56,0.02,371,1,0.29,0,0
15.28,2.0,1,18,1,1.45,0.15,182,1,0.53,0,0
19.8,0.5,2,19,4,1.7,0.51,98,1,0.96,1,24.4
14.39,2.7,1,16,2,0.58,0.2,87,0,0.7,1,37.8
12.67,2.6,0,15,6,0.7,0.96,733,0,0.57,0,0
5.39,14.9,2,10,3,1.77,0.96,189,1,0.26,1,3.8
6.97,11.8,0,16,3,0.69,0.14,180,0,0.72,0,0
23.33,2.2,0,12,2,0.87,0.69,732,0,0.8,1,16.1
28.53,4.8,2,17,5,1.74,0.22,371,1,0.24,1,47.0
9.71,6.1,0,11,4,0.81,0.32,37,0,0.22,1,24.2
19.68,3.7,1,0,0,0.64,0.76,357,0,0.51,1,44.0
14.39,3.1,1,7,6,0.79,0.12,367,0,0.13,0,0
10.55,7.7,1,7,3,0.97,0.64,93,0,0.85,1,30.7
9.96,13.5,2,8,3,1.75,0.25,177,1,0.84,1,19.0
16.52,11.2,2,10,6,1.6,0.27,362,1,0.28,1,0
19.04,8.9,2,12,1,0.65,0.68,185,0,0.63,1,27.1
8.8,5.6,0,17,1,1.15,0.32,722,1,0.16,0,0
13.22,11.6,2,14,1,0.84,0.8,176,0,0.11,0,0
3.56,9.0,1,15,1,0.59,0.4,183,0,0.82,0,0
35.18,8.7,1,12,4,0.77,0.68,88,0,0.34,1,58.0
13.22,13.8,1,18,0,1.24,0.68,375,1,0.91,1,19.7
18.52,13.4,1,17,6,1.42,0.67,175,1,0.11,1,27.0
19.8,5.7,1,17,3,1.2,0.43,172,1,0.61,0,0
15.28,14.9,0,9,6,1.45,0.71,366,1,0.86,0,0
3.93,1.0,0,12,4,0.69,0.71,372,0,0.11,0,0
13.75,10.3,0,9,0,1.5,0.25,85,1,0.64,1,11.9
35.18,15.0,0,13,6,0.77,0.27,91,0,0.7,1,37.2
24.41,3.4,2,10,3,2.11,0.2,187,1,0.57,1,42.0
9.17,13.3,2,14,0,0.89,0.31,173,0,0.32,0,0
33.07,13.8,0,13,6,0.82,0.29,91,0,0.68,1,67.4
14.39,11.0,2,8,5,1.88,0.44,178,1,0.38,1,33.5
10.86,7.2,1,13,2,1.04,0.39,180,0,0.19,0,0
4.73,11.4,1,21,5,0.61,0.07,357,0,0.54,0,0
28.53,1.8,0,8,2,1.92,0.01,93,1,0.44,1,60.0
16.08,6.4,1,12,2,0.73,0.87,82,0,0.7,0,0
6.73,10.8,2,16,4,0.89,0.86,80,0,0.95,0,0
5.03,8.9,0,9,3,1.06,0.61,368,1,0.6,0,0
15.04,3.8,0,6,4,0.98,0.27,368,0,0.56,0,0
10.31,2.4,2,18,2,1.38,0.87,370,1,0.68,0,0
10.86,6.8,1,5,5,0.77,0.38,31,0,0.85,1,11.4
35.18,3.6,1,7,4,0.57,0.07,182,0,0.43,1,33.7
20.14,7.5,2,15,2,0.84,0.05,374,0,0.36,0,0
18.52,2.2,2,20,3,1.7,0.56,187,1,0.18,1,39.6
9.22,8.1,1,19,6,1.53,0.18,184,1,0.18,1,34.3
24.41,11.9,2,17,6,1.39,0.36,184,1,0.1,1,41.3
5.56,3.0,1,12,3,0.94,0.42,375,0,0.49,0,0
13.35,8.1,0,15,0,0.51,0.97,94,0,0.89,1,33.3
15.01,5.9,0,8,5,1.31,0.62,177,1,0.35,1,29.0
14.18,7.0,2,1,6,1.0,0.32,375,0,0.76,0,0
5.56,3.3,0,16,0,0.92,0.24,365,0,0.52,0,0
19.04,4.8,2,9,4,1.57,0.37,87,1,0.88,1,30.3
